DateTime,Open,High,Low,Close,Volume_BTC,MA50,MA200,MiddleBand,UpperBand,LowerBand,volume_adi,volume_obv,volume_cmf,volume_fi,volume_em,volume_sma_em,volume_vpt,volume_vwap,volume_mfi,volume_nvi,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_atr,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_stc,trend_adx,trend_adx_pos,trend_adx_neg,trend_cci,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,momentum_pvo,momentum_pvo_signal,momentum_pvo_hist,momentum_kama,others_dr,others_dlr,others_cr
2023-03-08 06:01:00,32849.6,32851.1,32846.1,32846.6,18,32846.6,32846.6,,,,-14.4,18,-0.8,0.0,0.0,0.0,0.022725222679441204,32847.93333333333,50.0,1000.0,32846.6,32846.6,32846.6,0.0,0.0,0.0,0.0,32847.93333333333,32852.93333333333,32842.93333333333,0.030443315561202236,0.36666666666715175,0.0,0.0,32846.1,32851.1,32848.6,0.015222275669323462,0.1,0.0,0.0,0.0,0.0,0.0,32846.6,32846.6,32846.6,32846.6,0.0,0.0,0.0,0.1462475212351667,1.0,-49.084305554657476,1.4965860832858906,1.4965860832858906,0.0,32848.6,32848.6,32848.6,32848.6,0.0,0.0,0.0,0.0,0.0,32797.002326389746,32797.044756945324,4.0,4.0,0.0,32846.1,32867.1,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,-90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32846.6,0.14965860832858446,0.0,0.0
2023-03-08 06:02:00,32847.1,32855.6,32847.1,32855.6,43,32851.1,32851.1,,,,28.6,61,0.46885245901639344,387.0,54360465.116279066,54360465.116279066,0.03872059086720239,32851.34043715847,100.0,1000.0,32851.1,32860.1,32842.1,0.05479268578525529,0.75,0.0,0.0,32850.34999999999,32857.09999999999,32843.59999999999,0.04109545255986619,0.8888888888894279,0.0,0.0,32846.1,32855.6,32850.85,0.028918361942218068,1.0,0.0,0.0,0.7179487179528223,0.14358974359056448,0.5743589743622579,32851.1,32851.1,32847.984615384616,32847.26666666666,0.15179524508270295,0.06391378740324336,0.0878814576794596,5.3515812899965296e-05,2.108949416342412,-53.584305554657476,1.6337915973231056,1.565188840304498,0.06860275701860763,32850.85,32850.85,32850.85,32850.85,0.0,0.0,0.0,0.0,66.66666666676703,32797.002326389746,32797.044756945324,8.0,4.0,4.0,32846.1,32867.1,0.0,0.0,100.0,0.0,0.0,0.0,100.0,64.2857142857143,100.0,55.0,-0.0,0.0,0.0,0.0021857182980810855,0.00043714365961621714,0.0017485746384648683,10.045924225028708,2.0091848450057417,8.036739380022967,32850.64192529572,0.027400096204788227,0.027396343064012285,0.027400096204788227
2023-03-08 06:03:00,32856.6,32862.1,32856.6,32861.1,32,32854.43333333333,32854.43333333333,,,,48.96363636363637,93,0.5264907135874878,356.8571428571429,137500000.0,95930232.55813953,0.017138814642627516,32854.297132616484,100.0,1000.1673991648304,32854.43333333333,32866.386947384686,32842.47971928197,0.07276712965998003,0.7788556932668195,0.0,0.0,32853.54444444444,32859.87777777777,32847.21111111111,0.03855494705627169,1.096491228070513,1.0,0.0,32846.1,32862.1,32854.1,0.04869966813205322,0.9375,0.0,0.0,1.711008839214628,0.45707356271537725,1.2539352764992509,32854.43333333333,32854.43333333333,32850.002366863904,32848.29135802469,0.35463915868150864,0.07237533850643033,0.28226382017507834,0.00017318302406541788,3.1882781730167067,-56.91763888798596,1.7354253114247467,1.6219343306779141,0.1134909807468325,32854.1,32854.1,32854.1,32854.1,0.0,0.0,0.0,0.0,100.00000000005694,32797.002326389746,32797.044756945324,12.0,4.0,8.0,32846.1,32867.1,1.0,0.0,100.0,0.0,0.0,0.0,100.0,70.73170731707317,93.75,67.91666666666667,-6.25,0.0,0.0,0.005208821428687907,0.0013914792134305553,0.0038173422152573515,12.801685968101786,4.167685069624951,8.634000898476835,32855.28995849762,0.016739916483032857,0.01673851551533545,0.044144599441042764
2023-03-08 06:04:00,32860.6,32864.6,32860.6,32864.1,15,32856.85,32856.85,,,,60.21363636363637,108,0.55753367003367,312.30612244897964,86666666.66666667,92842377.26098192,0.006726173568535751,32855.51975308642,100.0,1000.2587078001923,32856.85,32870.163526955694,32843.5364730443,0.08103958203963633,0.7722794652433805,0.0,0.0,32855.93333333333,32861.68333333333,32850.18333333333,0.03500128845322712,1.2101449275366536,1.0,0.0,32846.1,32864.6,32855.35,0.05630484967366014,0.972972972972973,0.0,0.0,2.7088649588404223,0.9074318419403863,1.8014331169000362,32856.85,32856.85,32852.17123350022,32849.46236854138,0.44469191782487777,0.08893838356497555,0.3557535342599022,0.00034952436063491395,4.201051895644444,-59.334305554657476,1.8091097541484358,1.6687281865455446,0.14038156760289122,32855.35,32855.35,32855.35,32855.35,0.0,0.0,0.0,0.0,85.57213930353122,32797.002326389746,32797.044756945324,16.0,4.0,12.0,32846.74,32867.1,0.0,0.0,100.0,0.0,0.0,0.0,100.0,73.46938775510205,97.29729729729729,97.01576576576576,-2.7027027027027026,0.0,0.0,0.008246299219297403,0.002762443214603925,0.005483856004693479,8.801878879207068,5.094523831541375,3.7073550476656933,32859.50934440105,0.009129335293089902,0.009128918594569768,0.05327796484262404
2023-03-08 06:05:00,32864.6,32867.1,32860.6,32861.6,161,32857.8,32857.8,,,,-51.247902097902085,-53,-0.19051264720409697,210.19096209912541,5046583.850931677,70893428.90846935,-0.01087800645078119,32860.05662949194,100.0,1000.2587078001923,32857.8,32870.2995999936,32845.3004000064,0.07608300004017302,0.6520048642333075,0.0,0.0,32857.36666666666,32863.26666666666,32851.46666666666,0.03591279885485724,0.858757062147133,0.0,0.0,32846.1,32867.1,32856.6,0.06391176524295601,0.7380952380952381,0.0,0.0,3.2603606085976935,1.3780175952718479,1.8823430133258456,32857.8,32857.8,32853.62181296173,32850.36145235313,0.49004636942161045,0.1319355609981259,0.35811080842348453,0.0005407063498138464,5.246395733032061,-60.28430555466184,1.8380753626674036,1.7025976217699164,0.1354777408974872,32856.6,32856.6,32856.6,32856.6,0.0,0.0,0.0,0.0,68.09184481396586,32797.002326389746,32797.044756945324,16.0,4.0,12.0,32847.8116,32867.1,0.0,0.0,85.49376189469233,0.0,0.0,0.0,99.36987692092994,61.290322580645174,73.80952380952381,88.28560703560703,-26.19047619047619,0.0,0.0,0.009924885037647426,0.004194931579212626,0.005729953458434801,41.42228167103898,12.360075399440897,29.062206271598086,32860.40437777467,-0.007607084934624364,-0.007607374287843527,0.04566682700797298
2023-03-08 06:06:00,32860.1,32865.1,32859.1,32863.1,161,32858.68333333333,32858.68333333333,,,,2.41876456876458,108,0.00562503388084786,214.66368179925036,-6521739.130434782,55410395.30068853,-0.0048984036529912765,32860.9465116279,35.85279674345355,1000.2587078001923,32858.68333333333,32870.75833045778,32846.608336208876,0.07349653668077387,0.6828847916546483,0.0,0.0,32858.21111111111,32864.12777777777,32852.29444444444,0.036013321885725785,0.9131455399064626,0.0,0.0,32846.1,32867.1,32856.6,0.06391004711590698,0.8095238095238095,0.0,0.0,3.7749471078786883,1.8574034977932161,1.9175436100854721,32858.68333333333,32858.68333333333,32855.079995583,32851.30504847512,0.5082707596688881,0.21616112767527426,0.29210963199361384,0.0007414769397522899,6.29522548234892,-61.16763888798596,1.8650082969043382,1.7296660676256534,0.13534222927868478,32856.6,32856.6,32856.6,32856.6,0.0,0.0,0.0,0.0,53.71024734978081,32797.002326389746,32797.044756945324,16.0,4.0,12.0,32849.354672,32867.1,0.0,0.0,86.73694292334554,0.0,0.0,0.0,98.85261695814607,62.16216216216217,80.95238095238095,84.01973401973402,-19.047619047619047,1.875,0.0,0.011491011094714218,0.005654147482312944,0.005836863612401274,52.400753294377125,20.36821097842814,32.03254231594899,32861.60243209704,0.004564598193645963,0.004564494019021481,0.05023350970876361
2023-03-08 06:07:00,32864.1,32865.1,32863.1,32864.1,21,32859.45714285714,32859.45714285714,,,,2.41876456876458,129,0.005363114343158714,186.9974415422146,19047619.047619045,49349932.59184361,0.007988017670415683,32861.0933481153,40.80583906995384,1000.2891449381312,32859.45714285714,32871.2616732915,32847.65261242279,0.0718486028727356,0.6966557318257746,0.0,0.0,32859.05238095238,32864.40952380952,32853.695238095235,0.032606800677226516,0.971111111111523,0.0,0.0,32846.1,32867.1,32856.6,0.06390854209399163,0.8571428571428571,0.0,0.0,4.214865908077627,2.3288959798500986,1.8859699282275284,32859.45714285714,32859.45714285714,32856.46768857023,32852.25282266215,0.5651697491522525,0.23406019914386214,0.3311095500083904,0.0009445398468173225,7.224656705357281,-61.94144841180241,1.8886018376779334,1.7523711776331221,0.13623066004481132,32856.6,32856.6,32856.6,32856.6,0.0,0.0,0.0,0.0,67.66985864113033,32797.002326389746,32797.044756945324,16.0,4.0,12.0,32850.77429824,32867.1,0.0,0.0,87.50569299573465,0.0,0.0,0.0,98.42356965758003,61.53846153846155,85.71428571428571,80.15873015873017,-14.285714285714286,3.5500000000029104,0.0,0.012829762180480138,0.007089270421946383,0.005740491758533754,42.00285941347046,24.695140665436607,17.307718748033853,32862.65306224091,0.0030429265650555593,0.0030428802688220458,0.05327796484262404
2023-03-08 06:08:00,32864.6,32865.6,32862.6,32864.6,12,32860.1,32860.1,,,,6.41876456876458,141,0.013863422394739913,161.1406641790411,0.0,42299942.221580245,0.0008215846170921664,32861.17559395248,43.307255225922404,1000.3043635071007,32860.1,32871.65422000829,32848.545779991706,0.0703237056995734,0.6947340450835381,0.0,0.0,32859.70416666666,32864.76666666666,32854.64166666666,0.03081281544302806,0.9835390946504453,0.0,0.0,32846.1,32867.1,32856.6,0.06390729182199689,0.8809523809523809,0.0,0.0,4.5513850146962795,2.773393786819335,1.7779912278769445,32860.1,32860.1,32857.718813405576,32853.16742839088,0.5740508764912243,0.2539071184480415,0.32014375804318285,0.0011415385102027796,8.106796737130862,-62.584305554657476,1.9082026253975357,1.7718501086036738,0.13635251679386196,32856.6,32856.6,32856.6,32856.6,0.0,0.0,0.0,0.0,65.03340757237464,32797.002326389746,32797.044756945324,32.0,4.0,28.0,32852.0803543808,32867.1,0.0,0.0,87.88384046809277,0.0,0.0,0.0,98.06359731482291,66.68505239933812,88.0952380952381,84.92063492063492,-11.904761904761905,3.84375,0.0,0.013853717528505598,0.008442159843258227,0.005411557685247372,31.642782783836047,26.084669089116495,5.558113694719552,32863.457212211004,0.0015214169869270933,0.0015214054135626043,0.05480019240955425
2023-03-08 06:09:00,32864.1,32865.1,32861.6,32863.6,14,32860.48888888888,32860.48888888888,,,,8.41876456876458,127,0.017649401611665786,136.12056929632095,-18750000.0,34668699.44388271,-0.0002434202368195805,32861.24185883997,41.27253812043755,1000.3043635071007,32860.48888888888,32871.60222200004,32849.375555777726,0.06763948734136882,0.6399720083974505,0.0,0.0,32860.11851851852,32865.00740740741,32855.229629629626,0.02975575931739469,0.8560606060605158,0.0,0.0,32846.1,32867.1,32856.6,0.06390653550836467,0.8333333333333334,0.0,0.0,4.683399870147696,3.1553950034850073,1.5280048666626884,32860.48888888888,32860.48888888888,32858.62361134318,32853.94021147303,0.5792677076022917,0.2869766624818693,0.2922910451204224,0.0013178312886843108,8.976141026253133,-62.973194443540706,1.9200598920427268,1.788317862319124,0.13174202972360272,32856.6,32856.6,32856.6,32856.6,0.0,0.0,0.0,0.0,50.42253521119689,32797.002326389746,32797.044756945324,32.0,4.0,28.0,32853.28192603034,32867.1,0.0,0.0,82.50551956433127,0.0,0.0,0.0,97.47605975909033,60.840746555032275,83.33333333333333,85.71428571428571,-16.666666666666668,3.5666666666729725,0.0,0.0142552151735888,0.009604770909324342,0.004650444264264458,22.871513159692768,25.44203790323175,-2.570524743538982,32863.5140713096,-0.003042787680362924,-0.00304283397412064,0.051755737275693825
2023-03-08 06:10:00,32862.6,32863.1,32860.1,32861.1,14,32860.55,32860.55,,,,3.7520979020979137,113,0.007641747254781901,111.67477368256083,-37500000.0,26649955.061229076,-0.0014909983693120886,32861.24731839782,39.42054418214248,1000.3043635071007,32860.55,32871.09940756631,32850.000592433695,0.06420712718629613,0.5260678145449692,0.0,0.0,32860.24999999999,32864.95,32855.549999999996,0.028605990520466088,0.5904255319151118,0.0,0.0,32846.1,32867.1,32856.6,0.06390641666070714,0.7142857142857143,4.9,0.0,4.5340280347299995,3.431121609734006,1.1029064249959935,32860.55,32860.55,32859.00459421346,32854.47056617873,0.5738627710849887,0.32792158347713646,0.24594118760785227,0.0014552364082188116,9.823294149260102,-63.03430555466184,1.9219231768012572,1.835577539376387,0.08634563742487034,32857.1,32856.6,32856.85,32856.6,0.0,0.0,0.0,0.0,19.60784313727618,32797.002326389746,32797.044756945324,32.0,4.0,28.0,32854.38737194791,32867.1,0.0,0.0,70.83453663954153,0.0,0.0,0.0,96.24490587123987,54.43711319114112,71.42857142857143,80.95238095238095,-28.571428571428573,2.9500000000043656,0.0,0.013800338147580587,0.010443884356975592,0.0033564537906049952,15.22285301388564,23.39820092536253,-8.17534791147689,32862.65332608656,-0.0076072006718663765,-0.007607490034011732,0.044144599441042764
